Country,ISO,Sex,Year,Mean_BMI_children,Prevalence_obesity_children,Prevalence_overweight_children,Prevalence_underweight_children,Mean_BMI_adults,Prevalence_obesity_adults,Prevalence_underweight_adults,Prevalence_morbid_obesity_adults,Diabetes_prevalence,Systolic_blood_pressure,Prevalence_raised_blood_pressure,Region,Superregion,Years_of_education,Urbanisation,Western_diet_score,GDP_USD
Namibia,NAM,Female,1986,16.5945892,0.001620989,0.028686744,0.396289885,22.91177512,0.097452676,0.151934277,0.005396946,0.041699348,127.0640187,0.302929774,Southern Africa,Sub-Saharan Africa,3.644,0.2666,0.005447903,6282.52002
Namibia,NAM,Male,1986,16.03802658,0.000416664,0.006829506,0.557304173,20.65813705,0.012869525,0.176694376,0.000143269,0.029952142,130.211128,0.314544032,Southern Africa,Sub-Saharan Africa,3.644,0.2666,0.005447903,6282.52002
Namibia,NAM,Female,1987,16.62666762,0.001846851,0.030527049,0.392241929,22.99983585,0.101195531,0.149383508,0.005832026,0.042530577,127.2446864,0.303514898,Southern Africa,Sub-Saharan Africa,3.771,0.2692,-0.029380069,6234.539063
Namibia,NAM,Male,1987,16.07632817,0.000469359,0.007349754,0.553551004,20.7461992,0.013650448,0.174980888,0.000162038,0.030864553,130.2691092,0.313675119,Southern Africa,Sub-Saharan Africa,3.771,0.2692,-0.029380069,6234.539063
Namibia,NAM,Female,1988,16.6580644,0.002104752,0.032499428,0.388085591,23.08769564,0.105032165,0.146868251,0.006296477,0.043398853,127.4116703,0.304025921,Southern Africa,Sub-Saharan Africa,3.8965,0.2718,-0.05703384,6010.627441
Namibia,NAM,Male,1988,16.11436553,0.000529877,0.007918839,0.549681177,20.83197186,0.014475002,0.173269067,0.000183348,0.031821727,130.3180983,0.31268826,Southern Africa,Sub-Saharan Africa,3.8965,0.2718,-0.05703384,6010.627441
Namibia,NAM,Female,1989,16.68921217,0.002400297,0.034603891,0.383799274,23.17515492,0.108936471,0.144396259,0.006790795,0.044308824,127.5673008,0.304513544,Southern Africa,Sub-Saharan Africa,4.023,0.2744,-0.071197678,5865.68457
Namibia,NAM,Male,1989,16.15247594,0.000600152,0.00854392,0.545651979,20.91529698,0.015344269,0.171552254,0.000207543,0.032828918,130.3611863,0.311718794,Southern Africa,Sub-Saharan Africa,4.023,0.2744,-0.071197678,5865.68457
Namibia,NAM,Female,1990,16.71955555,0.002738891,0.036859277,0.379356391,23.2618904,0.112920832,0.141970179,0.007316606,0.045263536,127.7061563,0.304922579,Southern Africa,Sub-Saharan Africa,4.152,0.277,-0.077593221,5757.727051
Namibia,NAM,Male,1990,16.18975372,0.000681338,0.009226393,0.541442258,20.9955556,0.016260442,0.169837689,0.000234848,0.033886831,130.4022472,0.310807941,Southern Africa,Sub-Saharan Africa,4.152,0.277,-0.077593221,5757.727051
Namibia,NAM,Female,1991,16.75015866,0.003130556,0.039304575,0.374697345,23.34870816,0.117055115,0.139551398,0.007881291,0.046311089,127.8267731,0.305363606,Southern Africa,Sub-Saharan Africa,4.2835,0.2812,-0.069481367,6012.497559
Namibia,NAM,Male,1991,16.22667472,0.000775517,0.009980424,0.536997207,21.07383415,0.017239472,0.168081697,0.000265852,0.035048986,130.4455353,0.310093127,Southern Africa,Sub-Saharan Africa,4.2835,0.2812,-0.069481367,6012.497559
Namibia,NAM,Female,1992,16.77990178,0.003584165,0.041948556,0.36983573,23.4364084,0.12130568,0.137143457,0.008483814,0.047459827,127.9307105,0.305759056,Southern Africa,Sub-Saharan Africa,4.4165,0.2854,-0.071079614,6242.36084
Namibia,NAM,Male,1992,16.26372261,0.000886071,0.010819626,0.532303297,21.15008438,0.018282601,0.166284271,0.00030089,0.036312211,130.486039,0.309461372,Southern Africa,Sub-Saharan Africa,4.4165,0.2854,-0.071079614,6242.36084
Namibia,NAM,Female,1993,16.80910837,0.004107526,0.044815741,0.364731893,23.52541412,0.125684373,0.1347337,0.009125965,0.048648797,128.0176395,0.306061896,Southern Africa,Sub-Saharan Africa,4.5525,0.2896,-0.080882034,5963.361328
Namibia,NAM,Male,1993,16.30059306,0.001014916,0.011744166,0.527322796,21.22410262,0.019393587,0.16444625,0.000340298,0.037626919,130.5182706,0.308786232,Southern Africa,Sub-Saharan Africa,4.5525,0.2896,-0.080882034,5963.361328
Namibia,NAM,Female,1994,16.83756686,0.004709067,0.047913785,0.359358385,23.61518769,0.130182184,0.132331215,0.009806545,0.049881663,128.0883936,0.306265794,Southern Africa,Sub-Saharan Africa,4.69,0.2938,-0.088192196,5891.425781
Namibia,NAM,Male,1994,16.33764924,0.001165073,0.012770102,0.522018083,21.29669102,0.020569346,0.162555899,0.000384395,0.038995752,130.5447825,0.308092574,Southern Africa,Sub-Saharan Africa,4.69,0.2938,-0.088192196,5891.425781
Namibia,NAM,Female,1995,16.86533711,0.005397635,0.051257247,0.353705173,23.70681809,0.134801914,0.129941141,0.010526737,0.051172021,128.1385586,0.306376241,Southern Africa,Sub-Saharan Africa,4.8295,0.298,-0.106185974,5942.089355
Namibia,NAM,Male,1995,16.37534744,0.001339854,0.013903243,0.516366935,21.36854971,0.021814313,0.16061938,0.000433899,0.040428098,130.5643747,0.307300601,Southern Africa,Sub-Saharan Africa,4.8295,0.298,-0.106185974,5942.089355
Namibia,NAM,Female,1996,16.89319501,0.006190819,0.054883664,0.347733349,23.80073458,0.139578929,0.12754187,0.011295387,0.052512818,128.1697857,0.306322606,Southern Africa,Sub-Saharan Africa,4.9705,0.3032,-0.128916434,5948
Namibia,NAM,Male,1996,16.41401243,0.001545162,0.015168833,0.510339821,21.44099232,0.023142881,0.158633856,0.000489621,0.041917374,130.5738403,0.306407073,Southern Africa,Sub-Saharan Africa,4.9705,0.3032,-0.128916434,5948
Namibia,NAM,Female,1997,16.92140193,0.007096886,0.058821896,0.341428014,23.89682103,0.144512166,0.12513579,0.012113882,0.053915296,128.1874398,0.306113404,Southern Africa,Sub-Saharan Africa,5.1135,0.3084,-0.135869061,6013.320313
Namibia,NAM,Male,1997,16.4545225,0.001785827,0.016586396,0.503888049,21.5140779,0.024558517,0.156591218,0.000552251,0.043506219,130.5839723,0.305513381,Southern Africa,Sub-Saharan Africa,5.1135,0.3084,-0.135869061,6013.320313
Namibia,NAM,Female,1998,16.94961165,0.008135926,0.063094728,0.334789561,23.99468428,0.149571244,0.122734558,0.012978386,0.055374626,128.194343,0.305725677,Southern Africa,Sub-Saharan Africa,5.2575,0.3136,-0.140645995,6033.63916
Namibia,NAM,Male,1998,16.49669866,0.002070262,0.018171776,0.49700326,21.58835148,0.026052548,0.154498692,0.000622444,0.045177345,130.5914601,0.30460615,Southern Africa,Sub-Saharan Africa,5.2575,0.3136,-0.140645995,6033.63916
Namibia,NAM,Female,1999,16.97675337,0.00932575,0.067730229,0.327845775,24.09377499,0.154739939,0.120354936,0.013888006,0.056831109,128.1903582,0.305294517,Southern Africa,Sub-Saharan Africa,5.4035,0.3188,-0.104785293,6077.643555
Namibia,NAM,Male,1999,16.54075479,0.002404953,0.019943573,0.48965846,21.6637088,0.027632445,0.152361909,0.000700371,0.046910242,130.609768,0.303927471,Southern Africa,Sub-Saharan Africa,5.4035,0.3188,-0.104785293,6077.643555
Namibia,NAM,Female,2000,17.00333357,0.010680733,0.072726877,0.320600895,24.19360675,0.160023512,0.11799529,0.014845919,0.058243886,128.1748088,0.30485321,Southern Africa,Sub-Saharan Africa,5.5505,0.324,-0.043713482,6154.660156
Namibia,NAM,Male,2000,16.58574686,0.002797164,0.021912177,0.481860241,21.7402786,0.029299049,0.150180992,0.000786975,0.048693855,130.6415644,0.303596302,Southern Africa,Sub-Saharan Africa,5.5505,0.324,-0.043713482,6154.660156
Namibia,NAM,Female,2001,17.03124303,0.012240977,0.078172112,0.313021305,24.29442075,0.165547533,0.115577558,0.015869263,0.059611147,128.1450934,0.304314787,Southern Africa,Sub-Saharan Africa,5.698,0.3324,-0.026732397,6119.693848
Namibia,NAM,Male,2001,16.63203297,0.003263504,0.024134692,0.473562917,21.8198517,0.0311023,0.14790498,0.000884308,0.05045416,130.6721569,0.303267618,Southern Africa,Sub-Saharan Africa,5.698,0.3324,-0.026732397,6119.693848
Namibia,NAM,Female,2002,17.06087755,0.014026324,0.084102492,0.305156211,24.39531034,0.171277002,0.113136813,0.016960291,0.061045758,128.1023114,0.303585489,Southern Africa,Sub-Saharan Africa,5.847,0.3408,-0.033888656,6324.26123
Namibia,NAM,Male,2002,16.6791243,0.003817681,0.02663578,0.464841896,21.9023707,0.033044471,0.145542029,0.000994702,0.052341165,130.6925588,0.302821546,Southern Africa,Sub-Saharan Africa,5.847,0.3408,-0.033888656,6324.26123
Namibia,NAM,Female,2003,17.09204988,0.01606116,0.090508074,0.297043388,24.49545507,0.17720329,0.11067972,0.018120807,0.062447584,128.0396285,0.302784197,Southern Africa,Sub-Saharan Africa,5.997,0.3492,-0.028438134,6516.085938
Namibia,NAM,Male,2003,16.72557451,0.004475589,0.029429253,0.455724469,21.98783297,0.035132134,0.143092835,0.001118147,0.054243249,130.7029356,0.302326492,Southern Africa,Sub-Saharan Africa,5.997,0.3492,-0.028438134,6516.085938
Namibia,NAM,Female,2004,17.123358,0.018354913,0.097376537,0.288766646,24.59388967,0.183298536,0.108206901,0.019348002,0.063869582,127.9520513,0.301851874,Southern Africa,Sub-Saharan Africa,6.1475,0.3576,-0.030137635,7234.938965
Namibia,NAM,Male,2004,16.77142508,0.00524782,0.03253693,0.446266295,22.07539155,0.037365613,0.140584291,0.001256324,0.056208086,130.6990612,0.301666394,Southern Africa,Sub-Saharan Africa,6.1475,0.3576,-0.030137635,7234.938965
Namibia,NAM,Female,2005,17.15454768,0.020914738,0.104681025,0.280365705,24.68919458,0.189533609,0.10574615,0.020634322,0.065211652,127.8395307,0.300852556,Southern Africa,Sub-Saharan Africa,6.2985,0.366,-0.032098688,7331.177246
Namibia,NAM,Male,2005,16.81542932,0.006148955,0.035970453,0.436478989,22.16404783,0.039747503,0.138025476,0.001410874,0.058119338,130.675371,0.300805126,Southern Africa,Sub-Saharan Africa,6.2985,0.366,-0.032098688,7331.177246
Namibia,NAM,Female,2006,17.18482093,0.023763067,0.112431006,0.27187194,24.78129413,0.195946456,0.103262894,0.021996728,0.066497536,127.697964,0.299740323,Southern Africa,Sub-Saharan Africa,6.4505,0.376,-0.038581631,7750.672363
Namibia,NAM,Male,2006,16.85753852,0.007201219,0.039753135,0.426453179,22.25383819,0.042310348,0.135387194,0.001584283,0.059990536,130.6258755,0.299697607,Southern Africa,Sub-Saharan Africa,6.4505,0.376,-0.038581631,7750.672363
Namibia,NAM,Female,2007,17.21497177,0.026906151,0.120600577,0.263393368,24.8706205,0.202528342,0.100791392,0.023431741,0.067731205,127.5280677,0.298448261,Southern Africa,Sub-Saharan Africa,6.6025,0.386,-0.053648633,8058.197266
Namibia,NAM,Male,2007,16.89786059,0.008416608,0.043889133,0.416231447,22.34297292,0.045056875,0.132683779,0.001779099,0.061803306,130.5502872,0.298272311,Southern Africa,Sub-Saharan Africa,6.6025,0.386,-0.053648633,8058.197266
Namibia,NAM,Female,2008,17.24430079,0.030337167,0.129135505,0.254977637,24.95693967,0.209231641,0.098340884,0.024933055,0.068922662,127.325586,0.297045676,Southern Africa,Sub-Saharan Africa,6.7545,0.396,-0.056362262,8248.811523
Namibia,NAM,Male,2008,16.93544601,0.009811584,0.048384966,0.405920653,22.42977961,0.047988099,0.129936595,0.001996208,0.063542113,130.453162,0.296663963,Southern Africa,Sub-Saharan Africa,6.7545,0.396,-0.056362262,8248.811523
Namibia,NAM,Female,2009,17.27150079,0.034055633,0.138025166,0.246667162,25.03943693,0.216019449,0.095934125,0.026493893,0.069997543,127.0931474,0.295565992,Southern Africa,Sub-Saharan Africa,6.907,0.406,-0.057367956,8004.447266
Namibia,NAM,Male,2009,16.9705942,0.011398825,0.053244703,0.395590127,22.51256055,0.051098658,0.127150843,0.002238942,0.065124733,130.33701,0.294852192,Southern Africa,Sub-Saharan Africa,6.907,0.406,-0.057367956,8004.447266
Namibia,NAM,Female,2010,17.29806837,0.038067086,0.147252732,0.238475009,25.11830164,0.222881848,0.093568144,0.028118435,0.071072045,126.8348119,0.293966769,Southern Africa,Sub-Saharan Africa,7.06,0.416,-0.055437306,8393.508789
Namibia,NAM,Male,2010,17.00422046,0.013195848,0.058468784,0.385280577,22.59223385,0.05439497,0.124349659,0.002511275,0.066685148,130.2065781,0.292940963,Southern Africa,Sub-Saharan Africa,7.06,0.416,-0.055437306,8393.508789
Namibia,NAM,Female,2011,17.3260285,0.042373743,0.156788607,0.230434574,25.19432997,0.229798971,0.091267339,0.029803115,0.072148455,126.553999,0.29226609,Southern Africa,Sub-Saharan Africa,7.213,0.4262,-0.045813394,8743.022461
Namibia,NAM,Male,2011,17.03802545,0.015215733,0.064062334,0.375028153,22.67065807,0.057882308,0.121537816,0.002815258,0.068267389,130.0686687,0.291012076,Southern Africa,Sub-Saharan Africa,7.213,0.4262,-0.045813394,8743.022461
Namibia,NAM,Female,2012,17.35563193,0.046966673,0.16659923,0.222607694,25.26778215,0.236768339,0.089043223,0.031546801,0.073219667,126.2576617,0.290384314,Southern Africa,Sub-Saharan Africa,7.365,0.4364,-0.060521635,9155.523438
Namibia,NAM,Male,2012,17.07318202,0.017480194,0.070032453,0.364845257,22.7488327,0.061571209,0.118728369,0.003155144,0.069865346,129.9194241,0.288910329,Southern Africa,Sub-Saharan Africa,7.365,0.4364,-0.060521635,9155.523438
Namibia,NAM,Female,2013,17.38703501,0.051841943,0.176664853,0.214983928,25.3391423,0.243775292,0.08689466,0.033349415,0.074282596,125.9468126,0.288336213,Southern Africa,Sub-Saharan Africa,7.5175,0.4466,-0.06554766,9376.604492
Namibia,NAM,Male,2013,17.11034214,0.02001443,0.076391428,0.354777129,22.82637656,0.06546719,0.115917546,0.003534612,0.07150532,129.7595925,0.286693018,Southern Africa,Sub-Saharan Africa,7.5175,0.4466,-0.06554766,9376.604492
Namibia,NAM,Female,2014,17.42028006,0.057007941,0.186982146,0.207582971,25.40921491,0.250794019,0.084830092,0.035215069,0.075376131,125.6275873,0.286141635,Southern Africa,Sub-Saharan Africa,7.6695,0.4568,-0.070573684,9528.472656
Namibia,NAM,Male,2014,17.14905376,0.022839168,0.083171653,0.344849161,22.90403491,0.069585055,0.113111475,0.003962725,0.073191306,129.5931068,0.284382932,Southern Africa,Sub-Saharan Africa,7.6695,0.4568,-0.070573684,9528.472656
Namibia,NAM,Female,2015,17.45484173,0.062476152,0.197540247,0.200441199,25.4775448,0.257804914,0.082843535,0.037136263,NA,125.2968442,0.283845111,Southern Africa,Sub-Saharan Africa,7.821,0.467,-0.075599708,9786.75293
Namibia,NAM,Male,2015,17.18888428,0.025973732,0.09037381,0.335084271,22.98169747,0.073930318,0.110326443,0.004443278,NA,129.4177346,0.282017467,Southern Africa,Sub-Saharan Africa,7.821,0.467,-0.075599708,9786.75293
Namibia,NAM,Female,2016,17.48906799,0.068211044,0.208253595,0.19355988,25.54331027,0.264765584,0.08095526,0.039104906,NA,NA,NA,NA,NA,NA,NA,NA,NA
Namibia,NAM,Male,2016,17.22962853,0.029422292,0.098002775,0.325507701,23.05884274,0.078471915,0.107581699,0.004979712,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nauru,NRU,Female,1975,20.30311296,0.164039004,0.473226831,0.011635901,33.8923844,0.529192238,0.005310271,0.105962588,NA,135.0000319,0.420623097,Polynesia and Micronesia,Oceania,3.9285,1,-0.336947759,19849.66602
Nauru,NRU,Male,1975,19.53978086,0.097777989,0.35756241,0.014636035,31.05320908,0.39259892,0.002510032,0.037717666,NA,137.9361174,0.451977058,Polynesia and Micronesia,Oceania,3.9285,1,-0.336947759,19849.66602
Nauru,NRU,Female,1976,20.34629195,0.166614118,0.478018218,0.011312642,33.93257158,0.532523496,0.005154241,0.107902371,NA,134.3747172,0.410949561,Polynesia and Micronesia,Oceania,4.048,1,-0.33402122,20826.20508
Nauru,NRU,Male,1976,19.61661398,0.100731142,0.363031076,0.014304161,31.22522825,0.397258581,0.002386527,0.039083198,NA,137.4679381,0.443921171,Polynesia and Micronesia,Oceania,4.048,1,-0.33402122,20826.20508
Nauru,NRU,Female,1977,20.3897084,0.169257085,0.482857352,0.011017585,33.97304072,0.535863334,0.005006612,0.109882689,NA,133.7499867,0.401284138,Polynesia and Micronesia,Oceania,4.168,1,-0.327581877,21873.80273
Nauru,NRU,Male,1977,19.69395148,0.103833941,0.368651176,0.013996679,31.39710342,0.401987015,0.002271509,0.04053994,NA,136.9981181,0.435872238,Polynesia and Micronesia,Oceania,4.168,1,-0.327581877,21873.80273
Nauru,NRU,Female,1978,20.43311772,0.172003414,0.48778151,0.010744253,34.01318864,0.539218886,0.004866256,0.111918951,NA,133.1281764,0.391687698,Polynesia and Micronesia,Oceania,4.289,1,-0.320246557,22984.11328
Nauru,NRU,Male,1978,19.77149969,0.107083039,0.374419163,0.013713953,31.56948859,0.40677918,0.002163846,0.042083952,NA,136.5316823,0.427875104,Polynesia and Micronesia,Oceania,4.289,1,-0.320246557,22984.11328
Nauru,NRU,Female,1979,20.47704645,0.174880931,0.492791683,0.010490239,34.05281685,0.542597339,0.004732915,0.114007261,NA,132.5132239,0.382186007,Polynesia and Micronesia,Oceania,4.4115,1,-0.304261202,24133.39258
Nauru,NRU,Male,1979,19.84950941,0.110481396,0.380322827,0.013450848,31.74098271,0.411634978,0.002062843,0.043708336,NA,136.0723316,0.419986463,Polynesia and Micronesia,Oceania,4.4115,1,-0.304261202,24133.39258
Nauru,NRU,Female,1980,20.52185707,0.177859005,0.497858985,0.010251543,34.09190567,0.545984518,0.00460613,0.116138133,0.253971699,131.9087754,0.372835297,Polynesia and Micronesia,Oceania,4.535,1,-0.302322286,25307.05664
Nauru,NRU,Male,1980,19.92800916,0.114040425,0.38632485,0.013209091,31.91042594,0.41655197,0.001967885,0.045425425,0.246599998,135.6228262,0.412157978,Polynesia and Micronesia,Oceania,4.535,1,-0.302322286,25307.05664
Nauru,NRU,Female,1981,20.5675987,0.180975983,0.502987749,0.010030806,34.12973203,0.549360145,0.004485585,0.118297149,0.256820695,131.3172355,0.363593771,Polynesia and Micronesia,Oceania,4.6595,1,-0.304209838,24155.92578
Nauru,NRU,Male,1981,20.00710084,0.117733093,0.392432385,0.012985183,32.07666162,0.421554635,0.001878147,0.047228267,0.25256913,135.1871908,0.404368665,Polynesia and Micronesia,Oceania,4.6595,1,-0.304209838,24155.92578
Nauru,NRU,Female,1982,20.61497686,0.184196838,0.508160223,0.009824953,34.16594506,0.552733053,0.004369394,0.12049014,0.259620256,130.7435836,0.354522854,Polynesia and Micronesia,Oceania,4.7855,1,-0.30921888,23459.85547
Nauru,NRU,Male,1982,20.08656131,0.121560943,0.39861275,0.01278052,32.23935288,0.426619904,0.001793086,0.049105267,0.258489229,134.7662877,0.396650373,Polynesia and Micronesia,Oceania,4.7855,1,-0.30921888,23459.85547
Nauru,NRU,Female,1983,20.66361503,0.187519691,0.513403228,0.009632385,34.19975397,0.55609213,0.004257022,0.122716646,0.262206488,130.1875691,0.345659913,Polynesia and Micronesia,Oceania,4.9125,1,-0.317171173,22341.48828
Nauru,NRU,Male,1983,20.16592365,0.125520614,0.404868985,0.012587502,32.39722034,0.431740966,0.001712413,0.0510393,0.264220409,134.3624572,0.389002018,Polynesia and Micronesia,Oceania,4.9125,1,-0.317171173,22341.48828
Nauru,NRU,Female,1984,20.71359998,0.190961904,0.518699901,0.009451542,34.23061022,0.559445378,0.004149029,0.124983508,0.264630257,129.6474334,0.336987967,Polynesia and Micronesia,Oceania,5.0415,1,-0.324375841,21176.10156
Nauru,NRU,Male,1984,20.2451305,0.129595022,0.411162852,0.012406354,32.54847577,0.436907421,0.001635737,0.053048861,0.269717582,133.9777499,0.381445808,Polynesia and Micronesia,Oceania,5.0415,1,-0.324375841,21176.10156
Nauru,NRU,Female,1985,20.76537035,0.194522347,0.524012229,0.009278924,34.25789194,0.562779903,0.004045133,0.127270753,0.266987215,129.1238453,0.328545444,Polynesia and Micronesia,Oceania,5.172,1,-0.317007886,21379.54102
Nauru,NRU,Male,1985,20.3244303,0.133781098,0.417493059,0.012234875,32.69190582,0.442118161,0.001563007,0.055133669,0.275163218,133.6143918,0.374125279,Polynesia and Micronesia,Oceania,5.172,1,-0.317007886,21379.54102
Nauru,NRU,Female,1986,20.81846137,0.198169198,0.529332804,0.009114958,34.28131516,0.566090551,0.003944767,0.129587922,0.269245667,128.6153585,0.320388602,Polynesia and Micronesia,Oceania,5.302,1,-0.313663466,21044.15234
Nauru,NRU,Male,1986,20.40363492,0.138127766,0.423863207,0.01207185,32.82584393,0.447363223,0.001493743,0.057287393,0.280381932,133.2716425,0.367010832,Polynesia and Micronesia,Oceania,5.302,1,-0.313663466,21044.15234
Nauru,NRU,Female,1987,20.87315058,0.201910336,0.534679078,0.008955377,34.30103929,0.569374672,0.003848761,0.131916866,0.271365456,128.118518,0.312561776,Polynesia and Micronesia,Oceania,5.431,1,-0.306921123,20348.43945
Nauru,NRU,Male,1987,20.48265872,0.1426344,0.430246267,0.011915291,32.94888239,0.452649252,0.001427591,0.05949843,0.285255229,132.9469477,0.360126852,Polynesia and Micronesia,Oceania,5.431,1,-0.306921123,20348.43945
Nauru,NRU,Female,1988,20.92902648,0.205751242,0.540069417,0.008802348,34.31687805,0.572623425,0.003756412,0.134269091,0.273289319,127.6324108,0.304999091,Polynesia and Micronesia,Oceania,5.5595,1,-0.309614143,19527.4043
Nauru,NRU,Male,1988,20.56162382,0.147293597,0.436663051,0.011764004,33.06051392,0.457930604,0.001364295,0.061765581,0.289823265,132.6363024,0.353386933,Polynesia and Micronesia,Oceania,5.5595,1,-0.309614143,19527.4043
Nauru,NRU,Female,1989,20.98647708,0.2096889,0.545493195,0.00865319,34.32844116,0.575844478,0.003667262,0.136630295,0.275220166,127.1608969,0.297714187,Polynesia and Micronesia,Oceania,5.688,1,-0.303164453,19105.56836
Nauru,NRU,Male,1989,20.64047047,0.152105753,0.443118453,0.011614337,33.1586735,0.463237503,0.001304094,0.064078,0.294179785,132.3473111,0.346927602,Polynesia and Micronesia,Oceania,5.688,1,-0.303164453,19105.56836
Nauru,NRU,Female,1990,21.0455753,0.213700945,0.550917366,0.008509185,34.3353579,0.579030754,0.003581133,0.139003463,0.277110665,126.7050161,0.290662909,Polynesia and Micronesia,Oceania,5.8175,1,-0.295831622,18634.11523
Nauru,NRU,Male,1990,20.71862839,0.157026679,0.449602404,0.011468979,33.24266422,0.468547007,0.001246621,0.066443224,0.298372976,132.0791456,0.34071688,Polynesia and Micronesia,Oceania,5.8175,1,-0.295831622,18634.11523
Nauru,NRU,Female,1991,21.10556738,0.217812911,0.556346453,0.008367143,34.33673197,0.58216792,0.00349894,0.141373214,0.278567076,126.2670087,0.283863355,Polynesia and Micronesia,Oceania,5.9475,1,-0.286017314,14886.36621
Nauru,NRU,Male,1991,20.7958295,0.162079324,0.456116002,0.011325106,33.31170458,0.473847595,0.001191574,0.068849874,0.301895417,131.8355789,0.334743544,Polynesia and Micronesia,Oceania,5.9475,1,-0.286017314,14886.36621
Nauru,NRU,Female,1992,21.16591497,0.222021934,0.561802658,0.008228258,34.33199835,0.585259444,0.003420262,0.143736982,0.27968141,125.8496845,0.277413822,Polynesia and Micronesia,Oceania,6.0775,1,-0.263321254,12293.66016
Nauru,NRU,Male,1992,20.87200346,0.167276183,0.462646151,0.011183521,33.36449805,0.479110744,0.001138968,0.071288193,0.304834736,131.6185014,0.329091992,Polynesia and Micronesia,Oceania,6.0775,1,-0.263321254,12293.66016
Nauru,NRU,Female,1993,21.22675516,0.226285355,0.567249679,0.008090684,34.32108776,0.588281516,0.003344443,0.1460873,0.280621972,125.4518833,0.27118086,Polynesia and Micronesia,Oceania,6.2075,1,-0.249438235,10837.47852
Nauru,NRU,Male,1993,20.94742245,0.172614504,0.469213621,0.011043101,33.40009777,0.484335133,0.001088442,0.07375675,0.307314444,131.4273733,0.323719694,Polynesia and Micronesia,Oceania,6.2075,1,-0.249438235,10837.47852
Nauru,NRU,Female,1994,21.28795568,0.230656196,0.572713935,0.007954391,34.30338605,0.591258165,0.003271126,0.148428206,0.28161659,125.0793838,0.265208865,Polynesia and Micronesia,Oceania,6.3385,1,-0.240808762,10993.92188
Nauru,NRU,Male,1994,21.02204634,0.178109336,0.475830434,0.010900994,33.41734526,0.489549915,0.0010397,0.076253339,0.30950004,131.2583706,0.318519987,Polynesia and Micronesia,Oceania,6.3385,1,-0.240808762,10993.92188
Nauru,NRU,Female,1995,21.3495031,0.235129012,0.578208149,0.007819897,34.27878381,0.594199335,0.003200632,0.150752732,0.282536236,124.7361548,0.259475887,Polynesia and Micronesia,Oceania,6.4695,1,-0.228612219,10627.41699
Nauru,NRU,Male,1995,21.0949657,0.183750855,0.482460807,0.010759409,33.41556085,0.494735222,0.000992619,0.078769362,0.311264158,131.1144916,0.313562911,Polynesia and Micronesia,Oceania,6.4695,1,-0.228612219,10627.41699
Nauru,NRU,Female,1996,21.41183063,0.239693159,0.583718234,0.007686516,34.24791766,0.597080886,0.003132307,0.153055181,0.282946504,124.416446,0.253927457,Polynesia and Micronesia,Oceania,6.601,1,-0.218405882,8240.722656
Nauru,NRU,Male,1996,21.1678572,0.189566731,0.489125823,0.010617104,33.3981772,0.499913055,0.000947187,0.081300157,0.312222673,131.0009555,0.308774856,Polynesia and Micronesia,Oceania,6.601,1,-0.218405882,8240.722656
Nauru,NRU,Female,1997,21.47478958,0.244335041,0.589194768,0.00755548,34.21168404,0.599924737,0.003066472,0.15535425,0.283173826,124.1205056,0.248539342,Polynesia and Micronesia,Oceania,6.733,1,-0.217528318,7310.584473
Nauru,NRU,Male,1997,21.24027662,0.1955266,0.495817294,0.010476112,33.36637575,0.505080132,0.000903402,0.083878753,0.312730534,130.9109669,0.30410675,Polynesia and Micronesia,Oceania,6.733,1,-0.217528318,7310.584473
Nauru,NRU,Female,1998,21.53816229,0.249026845,0.594633999,0.00742708,34.16973259,0.602719781,0.003003349,0.157649412,0.28327042,123.8455554,0.243253285,Polynesia and Micronesia,Oceania,6.865,1,-0.222122891,6634.569336
Nauru,NRU,Male,1998,21.31185488,0.201719717,0.502593382,0.010334743,33.32285069,0.510231243,0.000861494,0.086491419,0.312795906,130.8424551,0.29949298,Polynesia and Micronesia,Oceania,6.865,1,-0.222122891,6634.569336
Nauru,NRU,Female,1999,21.60183978,0.253791816,0.600061369,0.007301982,34.12263528,0.605475518,0.002942153,0.159941838,0.283493059,123.5925327,0.238026682,Polynesia and Micronesia,Oceania,6.997,1,-0.228705244,6646.232422
Nauru,NRU,Male,1999,21.38360383,0.208076565,0.509386751,0.010193613,33.26971716,0.515373156,0.000821204,0.089138572,0.312763817,130.7918334,0.294909709,Polynesia and Micronesia,Oceania,6.997,1,-0.228705244,6646.232422
Nauru,NRU,Female,2000,21.66532435,0.25862566,0.605466937,0.007179149,34.07069381,0.608196765,0.002882872,0.162244239,0.283807891,123.3619597,0.23289534,Polynesia and Micronesia,Oceania,7.1295,1,-0.227813738,6712.693359
Nauru,NRU,Male,2000,21.45437643,0.214600064,0.51620422,0.010051491,33.20946995,0.520495758,0.000782572,0.091825172,0.31265396,130.7623659,0.290425511,Polynesia and Micronesia,Oceania,7.1295,1,-0.227813738,6712.693359
Nauru,NRU,Female,2001,21.72845653,0.26348404,0.610824143,0.007060388,34.01411932,0.610882029,0.002826129,0.164545928,0.284139725,123.1537615,0.227912994,Polynesia and Micronesia,Oceania,7.261,1,-0.21761757,6554.878906
Nauru,NRU,Male,2001,21.52347044,0.221277164,0.523009703,0.009911928,33.14419156,0.525594112,0.000745605,0.094552374,0.312454425,130.7513497,0.286083585,Polynesia and Micronesia,Oceania,7.261,1,-0.21761757,6554.878906
